number,priority,group,target_query,intent_phrase,proposed_url,action,final_url,matched_url,matched_title,matched_kind,match_score,score_margin,confidence,decision_reason,second_url,second_score
143,P1,子育て・学校,森町 出生届,出生届,/kosodate/guide-03/,KEEP,/life/family-grow/childbirth/,/life/family-grow/childbirth/,赤ちゃんが生まれたら、出生届・児童手当・新生児出生通知をまとめて進める。 | 静岡県森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 出生届」へ統合,/questions/family-grow-childbirth/,268.0
144,P1,子育て・学校,森町 妊娠届,妊娠届,/kosodate/guide-04/,UPDATE,/life/family-grow/pregnancy/,/life/family-grow/pregnancy/,妊娠がわかったら、まず妊娠届を出して母子健康手帳を受け取る。 | 静岡県森町ライフハック,life,276.0,147.86,high,既存URLの主要意図・本文を手動確認し「妊娠届」へ統合。不足: description(88字),/questions/family-grow-pregnancy/,128.14
145,P1,子育て・学校,森町 母子手帳,母子手帳,/kosodate/guide-05/,UPDATE,/life/family-grow/pregnancy/,/life/family-grow/pregnancy/,妊娠がわかったら、まず妊娠届を出して母子健康手帳を受け取る。 | 静岡県森町ライフハック,life,276.0,130.14,high,既存URLの主要意図・本文を手動確認し「母子手帳」へ統合。不足: description(88字),/questions/family-grow-pregnancy/,145.86
146,P1,子育て・学校,森町 保育園,保育園,/kosodate/guide-06/,UPDATE,/life/family-grow/nursery-school/,/life/family-grow/nursery-school/,静岡県森町の保育園・幼稚園｜空き状況・申込み・施設一覧 | 森町ライフハック,life,276.0,130.83,high,既存URLの主要意図・本文を手動確認し「保育園」へ統合。不足: description(60字),/life/family-grow/nursery-childcare/,145.17
147,P1,子育て・学校,森町 保育園 空き,保育園 空き,/kosodate/guide-07/,MERGE,/life/family-grow/nursery-school/,/life/family-grow/nursery-school/,静岡県森町の保育園・幼稚園｜空き状況・申込み・施設一覧 | 森町ライフハック,life,170.4,8.0,high,既存URLの主要意図・本文を手動確認し「森町 保育園 空き状況」へ統合。不足: description(60字),/questions/family-grow-nursery-school/,162.4
148,P1,子育て・学校,森町 保育園 申込み,保育園 申込み,/kosodate/guide-08/,KEEP,/life/family-grow/nursery-childcare/,/life/family-grow/nursery-childcare/,保育園の入所申込みと病児・病後児保育を、必要なタイミングから確認する。 | 静岡県森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 保育園 申込み」へ統合,/questions/family-grow-nursery-childcare/,268.0
149,P1,子育て・学校,森町 幼稚園,幼稚園,/kosodate/guide-09/,UPDATE,/life/family-grow/nursery-school/,/life/family-grow/nursery-school/,静岡県森町の保育園・幼稚園｜空き状況・申込み・施設一覧 | 森町ライフハック,life,276.0,175.07,high,既存URLの主要意図・本文を手動確認し「幼稚園」へ統合。不足: description(60字),/questions/family-grow-nursery-school/,100.93
150,P1,子育て・学校,森町 小学校 学区,小学校 学区,/kosodate/guide-10/,MERGE,/life/education/school-zones/,/life/education/school-zones/,静岡県森町の小学校・中学校の学区｜住所から通学区域を確認 | 森町ライフハック,life,109.93,24.82,high,既存URLの主要意図・本文を手動確認し「森町 学区」へ統合。不足: description(62字),/life/education/,109.93
151,P1,子育て・学校,森町 中学校 学区,中学校 学区,/kosodate/guide-11/,MERGE,/life/education/school-zones/,/life/education/school-zones/,静岡県森町の小学校・中学校の学区｜住所から通学区域を確認 | 森町ライフハック,life,109.93,24.82,high,既存URLの主要意図・本文を手動確認し「森町 学区」へ統合。不足: description(62字),/life/education/,109.93
152,P1,子育て・学校,森町 転校 手続き,転校 手続き,/kosodate/guide-12/,KEEP,/life/education/school-district-transfer/,/life/education/school-district-transfer/,転校は、住所異動の届出と通学中の学校での手続きをまとめて確認する | 静岡県森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 転校 手続き」へ統合,/questions/education-school-district-transfer/,268.0
153,P1,子育て・学校,森町 就学援助,就学援助,/kosodate/guide-13/,KEEP,/life/education/school-expense-support/,/life/education/school-expense-support/,学校費用の不安は、就学援助制度と学校教育課への相談を先に確認する | 静岡県森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 就学援助」へ統合,/questions/education-school-expense-support/,268.0
154,P1,子育て・学校,森町 学童保育,学童保育,/kosodate/guide-14/,UPDATE,/life/education/after-school-club/,/life/education/after-school-club/,静岡県森町の放課後児童クラブは、対象学年と申請時期（例年9月）を先に確認する | 森町ライフハック,life,276.0,175.83,high,既存URLの主要意図・本文を手動確認し「学童保育」へ統合。不足: description(131字),/life/family-grow/nursery-childcare/,100.17
155,P1,子育て・学校,森町 予防接種 子ども,予防接種 子ども,/kosodate/guide-15/,KEEP,/life/family-grow/child-vaccination/,/life/family-grow/child-vaccination/,子どもの予防接種は、母子健康手帳と予診票をそろえて医療機関で受ける。 | 静岡県森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 予防接種 子ども」へ統合,/questions/family-grow-child-vaccination/,268.0
156,P1,子育て・学校,森町 乳幼児健診,乳幼児健診,/kosodate/guide-16/,KEEP,/life/family-grow/infant-health-check/,/life/family-grow/infant-health-check/,乳幼児健診の案内を見落とさず、1か月・4か月・10か月・1歳6か月・3歳児で確認する。 | 静岡県森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 乳幼児健診」へ統合,/questions/family-grow-infant-health-check/,268.0
157,P1,子育て・学校,森町 ひとり親 支援,ひとり親 支援,/kosodate/guide-17/,MERGE,/life/family-grow/single-parent-support/,/life/family-grow/single-parent-support/,ひとり親家庭の児童扶養手当・医療費助成を、最初に見る順番で整理する。 | 静岡県森町ライフハック,life,142.5,42.83,high,既存URLの主要意図・本文を手動確認し「ひとり親」へ統合,/questions/family-grow-single-parent-support/,99.67
158,P1,子育て・学校,森町 子育て 支援,子育て 支援,/kosodate/guide-18/,KEEP,/life/family-grow/parenting-support/,/life/family-grow/parenting-support/,子育てで迷ったら、こども家庭センターと児童館・子育て応援アプリを使い分ける。 | 静岡県森町ライフハック,life,276.0,141.25,high,既存URLの主要意図・本文を手動確認し「子育て支援」へ統合,/life/family-grow/,134.75
159,P1,子育て・学校,森町 出産 手続き,出産 手続き,/kosodate/guide-19/,KEEP,/life/family-grow/childbirth/,/life/family-grow/childbirth/,赤ちゃんが生まれたら、出生届・児童手当・新生児出生通知をまとめて進める。 | 静岡県森町ライフハック,life,276.0,0.0,high,既存URLの主要意図・本文を手動確認し「出産」へ統合,/life/family-grow/childbirth/,276.0
160,P1,子育て・学校,森町 子ども 引っ越し,子ども 引っ越し,/kosodate/guide-20/,MERGE,/life/moving-out/school-nursery-procedures/,/life/moving-out/school-nursery-procedures/,子どもの転出は、保育所は健康こども課、学校は在学校へそれぞれ確認する | 静岡県森町ライフハック,life,40.5,0.0,high,既存URLの主要意図・本文を手動確認し「子どもが転校する」へ統合,/life/moving-out/moving-away/,101.36
161,P1,防災・医療・困りごと,森町 ハザードマップ,ハザードマップ,/anshin/guide-01/,UPDATE,/life/emergency/evacuation-hazard-map/,/life/emergency/evacuation-hazard-map/,静岡県森町のハザードマップ｜洪水・土砂災害・避難所を確認 | 森町ライフハック,life,276.0,106.54,high,既存URLの主要意図・本文を手動確認し「ハザードマップ」へ統合。不足: description(56字),/questions/living-soon-disaster-risk/,169.46
162,P1,防災・医療・困りごと,森町 避難所,避難所,/anshin/guide-02/,KEEP,/life/emergency/evacuation-centers/,/life/emergency/evacuation-centers/,いざというとき、どこへ避難するかを静岡県森町のハザードマップと指定避難所で今のうちに決めておく。 | 森町ライフハック,life,276.0,38.0,high,既存URLの主要意図・本文を手動確認し「森町 避難所」へ統合,/questions/emergency-evacuation-centers/,238.0
163,P1,防災・医療・困りごと,森町 洪水,洪水,/anshin/guide-03/,MERGE,/life/emergency/evacuation-hazard-map/,/life/emergency/evacuation-hazard-map/,静岡県森町のハザードマップ｜洪水・土砂災害・避難所を確認 | 森町ライフハック,life,88.5,33.87,high,既存URLの主要意図・本文を手動確認し「森町のハザードマップ｜洪水・土砂災害・避難所を確認」へ統合。不足: description(56字),/life/living-soon/disaster-risk/,54.63
164,P1,防災・医療・困りごと,森町 土砂災害,土砂災害,/anshin/guide-04/,UPDATE,/life/emergency/evacuation-hazard-map/,/life/emergency/evacuation-hazard-map/,静岡県森町のハザードマップ｜洪水・土砂災害・避難所を確認 | 森町ライフハック,life,276.0,156.39,high,既存URLの主要意図・本文を手動確認し「土砂災害」へ統合。不足: description(56字),/questions/living-soon-disaster-risk/,119.61
165,P1,防災・医療・困りごと,森町 大雨 道路,大雨 道路,/anshin/guide-05/,MERGE,/life/emergency/road-river-info/,/life/emergency/road-river-info/,大雨・台風のとき、道路の通行止めと川の水位を静岡県のシステムで今すぐ確かめる。 | 森町ライフハック,life,82.89,39.78,high,既存URLの主要意図・本文を手動確認し「大雨・台風のとき、道路の通行止めと川の水位を静岡県のシステムで今すぐ確かめる。」へ統合。不足: description(87字),/life/emergency/road-river-info/,82.89
166,P1,防災・医療・困りごと,森町 河川 水位,河川 水位,/anshin/guide-06/,MERGE,/life/emergency/road-river-info/,/life/emergency/road-river-info/,大雨・台風のとき、道路の通行止めと川の水位を静岡県のシステムで今すぐ確かめる。 | 森町ライフハック,life,89.75,50.0,high,既存URLの主要意図・本文を手動確認し「川の水位」へ統合。不足: description(87字),/life/emergency/evacuation-hazard-map/,39.75
167,P1,防災・医療・困りごと,森町 夜間診療,夜間診療,/anshin/guide-07/,KEEP,/life/health-medical/night-holiday-medical/,/life/health-medical/night-holiday-medical/,静岡県森町の夜間・休日の急患｜緊急度と時間帯で受診先を決める | 森町ライフハック,life,276.0,225.56,high,既存URLの主要意図・本文を手動確認し「夜間診療」へ統合,/life/health-medical/find-hospitals/,50.44
168,P1,防災・医療・困りごと,森町 休日診療,休日診療,/anshin/guide-08/,KEEP,/life/health-medical/night-holiday-medical/,/life/health-medical/night-holiday-medical/,静岡県森町の夜間・休日の急患｜緊急度と時間帯で受診先を決める | 森町ライフハック,life,276.0,225.56,high,既存URLの主要意図・本文を手動確認し「休日診療」へ統合,/life/health-medical/find-hospitals/,50.44
169,P1,防災・医療・困りごと,森町 救急相談,救急相談,/anshin/guide-09/,KEEP,/life/health-medical/night-holiday-medical/,/life/health-medical/night-holiday-medical/,静岡県森町の夜間・休日の急患｜緊急度と時間帯で受診先を決める | 森町ライフハック,life,276.0,175.83,high,既存URLの主要意図・本文を手動確認し「救急相談」へ統合,/life/health-medical/disability-welfare/,100.17
170,P1,防災・医療・困りごと,森町 子ども 救急,子ども 救急,/anshin/guide-10/,CREATE,/life/emergency/child-emergency-care/,/life/play-out/find-parks/,静岡県森町の公園は、駐車場・遊具の有無など目的・年齢・アクセスで選ぶ | 森町ライフハック,life,104.75,16.25,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/health-medical/night-holiday-medical/,88.5
171,P1,防災・医療・困りごと,森町 防災 無線,防災 無線,/anshin/guide-11/,MERGE,/life/emergency/disaster-mail-line/,/life/emergency/disaster-mail-line/,災害の知らせを取りこぼさないよう、静岡県森町LINE公式アカウント・ちゃっとメールで平常時から備える。,life,72.94,38.0,high,既存URLの主要意図・本文を手動確認し「防災メール」へ統合,/questions/emergency-overview/,84.67
172,P1,防災・医療・困りごと,森町 停電,停電,/anshin/guide-12/,CREATE,/life/emergency/power-outage/,/life/health-medical/mental-health-consulting/,静岡県森町のこころの相談は、町の健康相談と県の心の電話・精神科救急ダイヤルを分けて確認する | 森町ライフハック,life,28.75,2.75,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/emergency/,26.0
173,P1,防災・医療・困りごと,森町 断水,断水,/anshin/guide-13/,CREATE,/life/emergency/water-outage/,/life/emergency/evacuation-hazard-map/,静岡県森町のハザードマップ｜洪水・土砂災害・避難所を確認 | 森町ライフハック,life,44.33,0.0,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/emergency/road-river-info/,44.33
174,P1,防災・医療・困りごと,森町 消費者相談,消費者相談,/anshin/guide-14/,MERGE,/life/troubles-consult/consumer-fraud/,/life/troubles-consult/consumer-fraud/,だまされたかも、契約してしまった。静岡県森町「町民生活センター」の消費生活相談へ早めに相談する。 | 森町ライフハック,life,66.0,0.0,high,既存URLの主要意図・本文を手動確認し「森町 消費生活相談」へ統合,/life/troubles-consult/,87.43
175,P1,防災・医療・困りごと,森町 詐欺 相談,詐欺 相談,/anshin/guide-15/,MERGE,/life/troubles-consult/consumer-fraud/,/life/troubles-consult/consumer-fraud/,だまされたかも、契約してしまった。静岡県森町「町民生活センター」の消費生活相談へ早めに相談する。 | 森町ライフハック,life,95.44,0.0,high,既存URLの主要意図・本文を手動確認し「詐欺・悪質商法の被害を相談する」へ統合,/life/troubles-consult/,122.67
176,P1,防災・医療・困りごと,森町 法律相談,法律相談,/anshin/guide-16/,KEEP,/life/troubles-consult/legal-general-consultation/,/life/troubles-consult/legal-general-consultation/,誰に相談すればいいか分からない悩みは、静岡県森町「暮らしの相談窓口」（無料法律相談等）へつなぐ。 | 森町ライフハック,life,276.0,119.0,high,既存URLの主要意図・本文を手動確認し「法律相談」へ統合,/questions/troubles-consult-legal-general-consultation/,157.0
177,P1,防災・医療・困りごと,森町 生活困窮 相談,生活困窮 相談,/anshin/guide-17/,KEEP,/life/troubles-consult/living-costs-trouble/,/life/troubles-consult/living-costs-trouble/,生活費が足りないとき、静岡県森町にはひとりで抱えず相談できる窓口がある | 森町ライフハック,life,276.0,175.0,high,既存URLの主要意図・本文を手動確認し「森町 生活困窮 相談」へ統合,/life/health-medical/disability-welfare/,101.0
178,P1,防災・医療・困りごと,森町 生活保護,生活保護,/anshin/guide-18/,MERGE,/life/troubles-consult/living-costs-trouble/,/life/troubles-consult/living-costs-trouble/,生活費が足りないとき、静岡県森町にはひとりで抱えず相談できる窓口がある | 森町ライフハック,life,53.5,5.5,high,既存URLの主要意図・本文を手動確認し「生活困窮」へ統合,/life/troubles-consult/consumer-fraud/,48.0
179,P1,防災・医療・困りごと,森町 DV 相談,DV 相談,/anshin/guide-19/,CREATE,/life/troubles-consult/dv-consultation/,/life/health-medical/disability-welfare/,静岡県森町の障がい者手帳・福祉は、手帳の種類と申請窓口を分けて確認する | 森町ライフハック,life,122.67,0.0,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/troubles-consult/,122.67
180,P1,防災・医療・困りごと,森町 高齢者 虐待 相談,高齢者 虐待 相談,/anshin/guide-20/,CREATE,/life/troubles-consult/elder-abuse-consultation/,/life/health-medical/disability-welfare/,静岡県森町の障がい者手帳・福祉は、手帳の種類と申請窓口を分けて確認する | 森町ライフハック,life,86.87,0.0,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/troubles-consult/,86.87
181,P2,移住・地域,森町 移住,移住,/kurashi/guide-01/,KEEP,/life/living-soon/,/life/living-soon/,🏡 これから暮らす | 静岡県森町ライフハック,life,276.0,0.0,high,既存URLの主要意図・本文を手動確認し「森町 移住」へ統合,/life/living-soon/want-to-live/,276.0
182,P2,移住・地域,森町 移住 補助金,移住 補助金,/kurashi/guide-02/,UPDATE,/life/living-soon/about-morimachi/,/life/living-soon/about-morimachi/,静岡県森町への移住｜補助金・仕事・住まい・子育て | 森町ライフハック,life,276.0,166.07,high,既存URLの主要意図・本文を手動確認し「森町 移住 補助金」へ統合。不足: description(61字),/life/living-soon/,109.93
183,P2,移住・地域,森町 住宅 補助金,住宅 補助金,/kurashi/guide-03/,KEEP,/life/housing/build-house/,/life/housing/build-house/,静岡県森町で家を建てる前に、耐震・補助金・結婚新生活支援を確認する。 | 森町ライフハック,life,246.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 住宅 補助金」へ統合,/questions/housing-build-house/,238.0
184,P2,移住・地域,森町 子育て 補助金,子育て 補助金,/kurashi/guide-04/,MERGE,/life/work-life/subsidies/,/life/work-life/subsidies/,静岡県森町の補助金｜住宅・子育て・移住の制度を探す | 森町ライフハック,life,92.67,0.0,high,既存URLの主要意図・本文を手動確認し「森町 補助金」へ統合。不足: description(81字),/life/work-life/subsidies/,92.67
185,P2,移住・地域,森町 図書館,図書館,/kurashi/guide-05/,KEEP,/life/play-out/visit-library/,/life/play-out/visit-library/,静岡県森町立図書館｜開館日・休館日・利用カードを確認 | 森町ライフハック,life,276.0,109.61,high,既存URLの主要意図・本文を手動確認し「図書館」へ統合,/questions/play-out-visit-library/,166.39
186,P2,移住・地域,森町 公民館,公民館,/kurashi/guide-06/,MERGE,/life/play-out/facilities-library-parks/,/life/play-out/facilities-library-parks/,静岡県森町の公共施設は、施設ガイドから目的別に探す | 森町ライフハック,life,41.71,3.67,high,既存URLの主要意図・本文を手動確認し「森町 公共施設」へ統合,/life/play-out/sports-facilities/,44.33
187,P2,移住・地域,森町 公共施設,公共施設,/kurashi/guide-07/,KEEP,/life/play-out/facilities-library-parks/,/life/play-out/facilities-library-parks/,静岡県森町の公共施設は、施設ガイドから目的別に探す | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 公共施設」へ統合,/questions/play-out-facilities-library-parks/,268.0
188,P2,移住・地域,森町 公園,公園,/kurashi/guide-08/,KEEP,/life/play-out/find-parks/,/life/play-out/find-parks/,静岡県森町の公園は、駐車場・遊具の有無など目的・年齢・アクセスで選ぶ | 森町ライフハック,life,276.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町 公園」へ統合,/questions/play-out-find-parks/,268.0
189,P2,移住・地域,森町 神社,神社,/kurashi/guide-09/,MERGE,/shrine/,/shrine/,静岡県森町の神社 | 森町ライフハック,page,124.43,8.93,high,既存URLの主要意図・本文を手動確認し「⛩️ 森町の神社」へ統合。不足: description(56字)、一次情報,/shrine/shrines/,115.5
190,P2,移住・地域,森町 寺院,寺院,/kurashi/guide-10/,MERGE,/temple/,/temple/,静岡県森町の寺院 | 森町ライフハック,page,137.17,21.67,high,既存URLの主要意図・本文を手動確認し「🛕 森町の寺院」へ統合。不足: description(61字)、一次情報,/temple/temples/,115.5
191,P2,移住・地域,森町 森地区 暮らし,森地区 暮らし,/kurashi/guide-11/,CREATE,/life/living-soon/areas/mori/,/life/living-soon/about-morimachi/,静岡県森町への移住｜補助金・仕事・住まい・子育て | 森町ライフハック,life,81.5,3.0,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/living-soon/want-to-live/,78.5
192,P2,移住・地域,森町 一宮地区 暮らし,一宮地区 暮らし,/kurashi/guide-12/,CREATE,/life/living-soon/areas/ichinomiya/,/life/living-soon/about-morimachi/,静岡県森町への移住｜補助金・仕事・住まい・子育て | 森町ライフハック,life,78.5,2.5,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/living-soon/want-to-live/,76.0
193,P2,移住・地域,森町 飯田地区 暮らし,飯田地区 暮らし,/kurashi/guide-13/,CREATE,/life/living-soon/areas/iida/,/life/living-soon/want-to-live/,自然に囲まれた広い家で、子どもをのびのび育てられる暮らしを静岡県森町で考える。 | 森町ライフハック,life,85.17,6.67,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/living-soon/about-morimachi/,78.5
194,P2,移住・地域,森町 園田地区 暮らし,園田地区 暮らし,/kurashi/guide-14/,CREATE,/life/living-soon/areas/sonoda/,/life/living-soon/want-to-live/,自然に囲まれた広い家で、子どもをのびのび育てられる暮らしを静岡県森町で考える。 | 森町ライフハック,life,85.17,6.67,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/living-soon/about-morimachi/,78.5
195,P2,移住・地域,森町 天方地区 暮らし,天方地区 暮らし,/kurashi/guide-15/,CREATE,/life/living-soon/areas/amagata/,/life/living-soon/about-morimachi/,静岡県森町への移住｜補助金・仕事・住まい・子育て | 森町ライフハック,life,78.5,2.5,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/living-soon/want-to-live/,76.0
196,P2,移住・地域,森町 三倉地区 暮らし,三倉地区 暮らし,/kurashi/guide-16/,CREATE,/life/living-soon/areas/mikura/,/life/living-soon/about-morimachi/,静岡県森町への移住｜補助金・仕事・住まい・子育て | 森町ライフハック,life,78.5,2.5,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/life/living-soon/want-to-live/,76.0
197,P2,移住・地域,森町 生活 基本情報,生活 基本情報,/kurashi/guide-17/,MERGE,/life/living-soon/about-morimachi/,/life/living-soon/about-morimachi/,静岡県森町への移住｜補助金・仕事・住まい・子育て | 森町ライフハック,life,26.0,3.67,high,既存URLの主要意図・本文を手動確認し「」へ統合。不足: description(61字),/life/troubles-consult/consumer-fraud/,36.83
198,P2,移住・地域,森町 交通,交通,/kurashi/guide-18/,UPDATE,/life/start-living/public-transit/,/life/start-living/public-transit/,静岡県森町の公共交通。町営バス（岡幸線・吉川線）と天竜浜名湖鉄道・秋葉バスサービスを使い分ける。 | 森町ライフハック,life,246.0,159.02,high,既存URLの主要意図・本文を手動確認し「交通」へ統合。不足: description(79字),/life/play-out/parking-access/,86.98
199,P2,移住・地域,森町 買い物,買い物,/kurashi/guide-19/,CREATE,/life/living-soon/shopping/,/life/parents-care/elderly-transportation/,通院・買い物の「足」に、静岡県森町の公共交通利用券助成事業を確認する | 森町ライフハック,life,66.6,8.0,high,既存129ページと質問ページに同一の主要検索意図がないため、既存URL体系内に新設,/questions/parents-care-elderly-transportation/,58.6
200,P2,移住・地域,森町 子育て 環境,子育て 環境,/kurashi/guide-20/,MERGE,/life/living-soon/about-morimachi/,/life/living-soon/about-morimachi/,静岡県森町への移住｜補助金・仕事・住まい・子育て | 森町ライフハック,life,65.0,8.0,high,既存URLの主要意図・本文を手動確認し「森町への移住｜補助金・仕事・住まい・子育て」へ統合。不足: description(61字),/questions/family-grow-overview/,96.75
